DOI	year	code
10.1145/3498366.3505783	2022	annotator;vivien
10.1145/3498366.3505786	2022	design;method;controlled experiment
10.1145/3498366.3505786	2022	design;method;questionnaire
10.1145/3498366.3505786	2022	data;re-use
10.1145/3498366.3505786	2022	design;type;experimental
10.1145/3498366.3505786	2022	annotator;toine
10.1145/3498366.3505786	2022	document;topic;health
10.1145/3498366.3505786	2022	design;method;log analysis
10.1145/3498366.3505786	2022	design;re-use
10.1145/3498366.3505786	2022	design;method;eye-tracking
10.1145/3498366.3505786	2022	data;share
10.1145/3498366.3505845	2022	design;method;controlled experiment
10.1145/3498366.3505845	2022	design;method;questionnaire
10.1145/3498366.3505845	2022	data;re-use
10.1145/3498366.3505845	2022	design;type;experimental
10.1145/3498366.3505845	2022	annotator;toine
10.1145/3498366.3505845	2022	user;group;children
10.1145/3498366.3505845	2022	design;method;log analysis
10.1145/3498366.3505845	2022	design;re-use
10.1145/3498366.3505828	2022	design;method;questionnaire
10.1145/3498366.3505828	2022	annotator;vivien
10.1145/3498366.3505828	2022	design;method;crowdsourcing
10.1145/3498366.3505828	2022	task;work;e-commerce
10.1145/3498366.3505828	2022	design;type;experimental
10.1145/3498366.3505782	2022	design;method;interview
10.1145/3498366.3505782	2022	annotator;toine
10.1145/3498366.3505782	2022	design;method;diary study
10.1145/3498366.3505782	2022	design;type;experimental
10.1145/3498366.3505782	2022	task;work;tourism
10.1145/3498366.3505789	2022	data;re-use
10.1145/3498366.3505789	2022	design;re-use
10.1145/3498366.3505789	2022	design;method;content analysis
10.1145/3498366.3505789	2022	design;type;experimental
10.1145/3498366.3505789	2022	annotator;mark
10.1145/3498366.3505789	2022	application;technology;conversational agents
10.1145/3498366.3505789	2022	design;method;crowdsourcing
10.1145/3498366.3505827	2022	design;method;interview
10.1145/3498366.3505827	2022	annotator;toine
10.1145/3498366.3505827	2022	document;topic;health
10.1145/3498366.3505827	2022	design;re-use
10.1145/3498366.3505827	2022	design;method;content analysis
10.1145/3498366.3505827	2022	design;type;experimental
10.1145/3498366.3505827	2022	application;technology;AR/VR
10.1145/3498366.3505778	2022	design;method;interview
10.1145/3498366.3505778	2022	data;re-use
10.1145/3498366.3505778	2022	annotator;toine
10.1145/3498366.3505778	2022	design;re-use
10.1145/3498366.3505778	2022	document;genre;music
10.1145/3498366.3505778	2022	design;method;content analysis
10.1145/3498366.3505778	2022	design;type;experimental
10.1145/3498366.3505831	2022	design;method;controlled experiment
10.1145/3498366.3505831	2022	design;method;interview
10.1145/3498366.3505831	2022	design;method;questionnaire
10.1145/3498366.3505831	2022	design;type;experimental
10.1145/3498366.3505831	2022	annotator;toine
10.1145/3498366.3505831	2022	design;method;log analysis
10.1145/3498366.3505831	2022	design;re-use
10.1145/3498366.3505831	2022	design;method;eye-tracking
10.1145/3498366.3505831	2022	document;genre;WWW
10.1145/3498366.3505830	2022	design;method;controlled experiment
10.1145/3498366.3505830	2022	design;method;questionnaire
10.1145/3498366.3505830	2022	design;type;experimental
10.1145/3498366.3505830	2022	annotator;toine
10.1145/3498366.3505830	2022	document;topic;health
10.1145/3498366.3505830	2022	design;re-use
10.1145/3498366.3505830	2022	design;method;woz
10.1145/3498366.3505832	2022	design;method;controlled experiment
10.1145/3498366.3505832	2022	design;method;questionnaire
10.1145/3498366.3505832	2022	data;re-use
10.1145/3498366.3505832	2022	design;type;experimental
10.1145/3498366.3505832	2022	annotator;toine
10.1145/3498366.3505832	2022	design;re-use
10.1145/3498366.3505832	2022	infrastructure;re-use
10.1145/3498366.3505832	2022	design;method;user study
10.1145/3498366.3505832	2022	document;genre;WWW
10.1145/3498366.3505832	2022	application;technology;conversational agents
10.1145/3498366.3505832	2022	document;genre;Wikipedia
10.1145/3498366.3505823	2022	design;method;content analysis
10.1145/3498366.3505823	2022	design;type;experimental
10.1145/3498366.3505823	2022	document;issue;misinformation
10.1145/3498366.3505823	2022	annotator;vivien
10.1145/3498366.3505823	2022	design;method;data analysis
10.1145/3498366.3505822	2022	design;method;interview
10.1145/3498366.3505822	2022	data;re-use
10.1145/3498366.3505822	2022	annotator;toine
10.1145/3498366.3505822	2022	design;method;content analysis
10.1145/3498366.3505822	2022	design;method;diary study
10.1145/3498366.3505822	2022	design;type;experimental
10.1145/3498366.3505822	2022	document;issue;misinformation
10.1145/3498366.3505816	2022	annotator;vivien
10.1145/3498366.3505816	2022	design;type;theoretical
10.1145/3498366.3505816	2022	document;genre;domain-agnostic
10.1145/3498366.3505771	2022	design;method;questionnaire
10.1145/3498366.3505771	2022	data;re-use
10.1145/3498366.3505771	2022	design;type;experimental
10.1145/3498366.3505771	2022	annotator;toine
10.1145/3498366.3505771	2022	design;re-use
10.1145/3498366.3505771	2022	design;method;eye-tracking
10.1145/3498366.3505771	2022	infrastructure;re-use
10.1145/3498366.3505771	2022	design;method;user study
10.1145/3498366.3505771	2022	document;genre;WWW
10.1145/3498366.3505761	2022	design;method;controlled experiment
10.1145/3498366.3505761	2022	design;method;questionnaire
10.1145/3498366.3505761	2022	task;context;libraries
10.1145/3498366.3505761	2022	design;type;experimental
10.1145/3498366.3505761	2022	annotator;toine
10.1145/3498366.3505761	2022	design;re-use
10.1145/3498366.3505819	2022	task;work;education
10.1145/3498366.3505819	2022	annotator;vivien
10.1145/3498366.3505819	2022	design;type;theoretical
10.1145/3498366.3505817	2022	design;method;interview
10.1145/3498366.3505817	2022	design;method;questionnaire
10.1145/3498366.3505817	2022	annotator;toine
10.1145/3498366.3505817	2022	design;method;log analysis
10.1145/3498366.3505817	2022	design;re-use
10.1145/3498366.3505817	2022	design;share
10.1145/3498366.3505817	2022	design;method;diary study
10.1145/3498366.3505817	2022	design;type;experimental
10.1145/3498366.3505817	2022	task;work;creativity
10.1145/3498366.3505817	2022	user;issue;creativity
10.1145/3498366.3505810	2022	design;method;questionnaire
10.1145/3498366.3505810	2022	design;type;experimental
10.1145/3498366.3505810	2022	annotator;vivien
10.1145/3498366.3505810	2022	document;topic;government
10.1145/3498366.3505821	2022	data;re-use
10.1145/3498366.3505821	2022	annotator;toine
10.1145/3498366.3505821	2022	design;method;log analysis
10.1145/3498366.3505821	2022	design;re-use
10.1145/3498366.3505821	2022	design;type;experimental
10.1145/3498366.3505821	2022	infrastructure;re-use
10.1145/3498366.3505821	2022	document;type;data
10.1145/3498366.3505818	2022	design;method;questionnaire
10.1145/3498366.3505818	2022	design;type;experimental
10.1145/3498366.3505818	2022	annotator;vivien
10.1145/3498366.3505818	2022	design;method;factor analysis
10.1145/3498366.3505818	2022	design;method;data analysis
10.1145/3498366.3505818	2022	document;type;literature
10.1145/3498366.3505812	2022	design;method;controlled experiment
10.1145/3498366.3505812	2022	data;share
10.1145/3498366.3505812	2022	design;type;experimental
10.1145/3498366.3505812	2022	design;share
10.1145/3498366.3505812	2022	annotator;vivien
10.1145/3498366.3505812	2022	document;genre;domain-agnostic
10.1145/3498366.3505813	2022	design;method;controlled experiment
10.1145/3498366.3505813	2022	design;method;questionnaire
10.1145/3498366.3505813	2022	data;re-use
10.1145/3498366.3505813	2022	design;type;experimental
10.1145/3498366.3505813	2022	annotator;toine
10.1145/3498366.3505813	2022	design;method;log analysis
10.1145/3498366.3505813	2022	design;re-use
10.1145/3498366.3505813	2022	design;method;content analysis
10.1145/3498366.3505813	2022	user;issue;privacy
10.1145/3498366.3505813	2022	design;share
10.1145/3498366.3505814	2022	design;method;questionnaire
10.1145/3498366.3505814	2022	data;re-use
10.1145/3498366.3505814	2022	annotator;toine
10.1145/3498366.3505814	2022	design;method;log analysis
10.1145/3498366.3505814	2022	design;re-use
10.1145/3498366.3505814	2022	design;method;content analysis
10.1145/3498366.3505814	2022	design;type;experimental
10.1145/3498366.3505814	2022	infrastructure;re-use
10.1145/3498366.3505814	2022	task;work;education
10.1145/3498366.3505814	2022	infrastructure;share
10.1145/3498366.3505814	2022	design;method;user study
10.1145/3498366.3505814	2022	document;genre;Wikipedia
10.1145/3498366.3505769	2022	design;method;controlled experiment
10.1145/3498366.3505769	2022	design;method;questionnaire
10.1145/3498366.3505769	2022	design;type;experimental
10.1145/3498366.3505769	2022	annotator;toine
10.1145/3498366.3505769	2022	document;topic;health
10.1145/3498366.3505769	2022	design;method;log analysis
10.1145/3498366.3505769	2022	design;re-use
10.1145/3498366.3505769	2022	design;method;eye-tracking
10.1145/3498366.3505769	2022	infrastructure;re-use
10.1145/3498366.3505824	2022	design;method;controlled experiment
10.1145/3498366.3505824	2022	design;method;questionnaire
10.1145/3498366.3505824	2022	data;re-use
10.1145/3498366.3505824	2022	design;type;experimental
10.1145/3498366.3505824	2022	annotator;toine
10.1145/3498366.3505824	2022	infrastructure;re-use
10.1145/3498366.3505824	2022	document;topic;government
10.1145/3498366.3505820	2022	design;method;interview
10.1145/3498366.3505820	2022	design;method;content analysis
10.1145/3498366.3505820	2022	design;type;experimental
10.1145/3498366.3505820	2022	user;group;older people
10.1145/3498366.3505820	2022	annotator;vivien
10.1145/3498366.3505809	2022	design;type;experimental
10.1145/3498366.3505809	2022	design;method;user study
10.1145/3498366.3505809	2022	annotator;mark
10.1145/3498366.3505809	2022	application;technology;conversational agents
10.1145/3498366.3505809	2022	task;work;e-commerce
10.1145/3498366.3505815	2022	design;method;log analysis
10.1145/3498366.3505815	2022	design;type;experimental
10.1145/3498366.3505815	2022	document;genre;WWW
10.1145/3498366.3505815	2022	annotator;vivien
10.1145/3498366.3505815	2022	task;work;crowdsourcing
10.1145/3498366.3505756	2022	design;method;interview
10.1145/3498366.3505756	2022	data;re-use
10.1145/3498366.3505756	2022	annotator;toine
10.1145/3498366.3505756	2022	document;topic;health
10.1145/3498366.3505756	2022	design;method;content analysis
10.1145/3498366.3505756	2022	design;type;experimental
10.1145/3498366.3505770	2022	design;method;questionnaire
10.1145/3498366.3505770	2022	data;re-use
10.1145/3498366.3505770	2022	design;type;experimental
10.1145/3498366.3505770	2022	annotator;toine
10.1145/3498366.3505770	2022	design;method;user study
10.1145/3498366.3505770	2022	document;genre;WWW
10.1145/3406522.3446055	2021	annotator;vivien
10.1145/3406522.3446055	2021	design;type;resource paper
10.1145/3406522.3446055	2021	application;technology;digital libraries
10.1145/3406522.3446054	2021	annotator;vivien
10.1145/3406522.3446054	2021	document;genre;domain-agnostic
10.1145/3406522.3446054	2021	design;type;resource paper
10.1145/3406522.3446054	2021	unknown
10.1145/3406522.3446046	2021	design;method;questionnaire
10.1145/3406522.3446046	2021	design;method;log analysis
10.1145/3406522.3446046	2021	task;work;education
10.1145/3406522.3446046	2021	design;type;experimental
10.1145/3406522.3446046	2021	task;work;creativity
10.1145/3406522.3446046	2021	user;issue;creativity
10.1145/3406522.3446046	2021	annotator;vivien
10.1145/3406522.3446045	2021	design;method;log analysis
10.1145/3406522.3446045	2021	design;method;content analysis
10.1145/3406522.3446045	2021	design;type;experimental
10.1145/3406522.3446045	2021	annotator;vivien
10.1145/3406522.3446045	2021	document;genre;domain-agnostic
10.1145/3406522.3446044	2021	design;method;questionnaire
10.1145/3406522.3446044	2021	design;type;experimental
10.1145/3406522.3446044	2021	annotator;vivien
10.1145/3406522.3446044	2021	document;genre;domain-agnostic
10.1145/3406522.3446058	2021	design;method;controlled experiment
10.1145/3406522.3446058	2021	design;method;questionnaire
10.1145/3406522.3446058	2021	design;type;experimental
10.1145/3406522.3446058	2021	annotator;toine
10.1145/3406522.3446058	2021	user;group;children
10.1145/3406522.3446058	2021	design;method;log analysis
10.1145/3406522.3446058	2021	design;re-use
10.1145/3406522.3446041	2021	data;re-use
10.1145/3406522.3446041	2021	annotator;toine
10.1145/3406522.3446041	2021	design;re-use
10.1145/3406522.3446041	2021	design;method;eye-tracking
10.1145/3406522.3446041	2021	design;type;experimental
10.1145/3406522.3446041	2021	infrastructure;re-use
10.1145/3406522.3446041	2021	infrastructure;share
10.1145/3406522.3446041	2021	design;method;user study
10.1145/3406522.3446041	2021	document;genre;WWW
10.1145/3406522.3446041	2021	design;method;data visualization
10.1145/3406522.3446040	2021	annotator;toine
10.1145/3406522.3446040	2021	design;re-use
10.1145/3406522.3446040	2021	design;method;content analysis
10.1145/3406522.3446040	2021	design;type;experimental
10.1145/3406522.3446040	2021	document;genre;WWW
10.1145/3406522.3446040	2021	design;method;crawling
10.1145/3406522.3446040	2021	user;group;LGBTQ+
10.1145/3406522.3446039	2021	design;method;controlled experiment
10.1145/3406522.3446039	2021	design;method;interview
10.1145/3406522.3446039	2021	design;type;experimental
10.1145/3406522.3446039	2021	annotator;vivien
10.1145/3406522.3446039	2021	design;method;observation
10.1145/3406522.3446039	2021	user;issue;disabilities
10.1145/3406522.3446039	2021	user;group;disabilities
10.1145/3406522.3446038	2021	design;method;controlled experiment
10.1145/3406522.3446038	2021	design;type;experimental
10.1145/3406522.3446038	2021	design;method;user study
10.1145/3406522.3446038	2021	document;genre;WWW
10.1145/3406522.3446038	2021	annotator;maria
10.1145/3406522.3446038	2021	application;device;mobile search
10.1145/3406522.3446037	2021	design;method;controlled experiment
10.1145/3406522.3446037	2021	design;method;questionnaire
10.1145/3406522.3446037	2021	task;context;libraries
10.1145/3406522.3446037	2021	design;type;experimental
10.1145/3406522.3446037	2021	annotator;toine
10.1145/3406522.3446037	2021	design;re-use
10.1145/3406522.3446037	2021	design;share
10.1145/3406522.3446057	2021	design;method;controlled experiment
10.1145/3406522.3446057	2021	design;type;experimental
10.1145/3406522.3446057	2021	annotator;vivien
10.1145/3406522.3446057	2021	application;technology;conversational agents
10.1145/3406522.3446035	2021	design;method;questionnaire
10.1145/3406522.3446035	2021	design;type;experimental
10.1145/3406522.3446035	2021	design;method;user study
10.1145/3406522.3446035	2021	annotator;vivien
10.1145/3406522.3446035	2021	design;method;data analysis
10.1145/3406522.3446035	2021	task;work;e-commerce
10.1145/3406522.3446034	2021	design;method;controlled experiment
10.1145/3406522.3446034	2021	design;type;experimental
10.1145/3406522.3446034	2021	annotator;vivien
10.1145/3406522.3446034	2021	document;genre;domain-agnostic
10.1145/3406522.3446034	2021	design;method;evaluation
10.1145/3406522.3446033	2021	design;method;interview
10.1145/3406522.3446033	2021	data;re-use
10.1145/3406522.3446033	2021	design;type;experimental
10.1145/3406522.3446033	2021	document;genre;music
10.1145/3406522.3446033	2021	annotator;maria
10.1145/3406522.3446015	2021	annotator;vivien
10.1145/3406522.3446015	2021	design;type;theoretical
10.1145/3406522.3446015	2021	task;work;search-as-learning
10.1145/3406522.3446015	2021	design;method;literature review
10.1145/3406522.3446025	2021	design;method;controlled experiment
10.1145/3406522.3446025	2021	design;type;experimental
10.1145/3406522.3446025	2021	design;method;log analysis
10.1145/3406522.3446025	2021	task;work;education
10.1145/3406522.3446025	2021	annotator;vivien
10.1145/3406522.3446025	2021	task;work;search-as-learning
10.1145/3406522.3446029	2021	design;method;controlled experiment
10.1145/3406522.3446029	2021	design;method;interview
10.1145/3406522.3446029	2021	design;method;questionnaire
10.1145/3406522.3446029	2021	design;type;experimental
10.1145/3406522.3446029	2021	design;method;user study
10.1145/3406522.3446029	2021	annotator;vivien
10.1145/3406522.3446029	2021	design;method;data analysis
10.1145/3406522.3446029	2021	document;genre;domain-agnostic
10.1145/3406522.3446012	2021	design;method;controlled experiment
10.1145/3406522.3446012	2021	design;type;experimental
10.1145/3406522.3446012	2021	annotator;vivien
10.1145/3406522.3446012	2021	task;context;learning
10.1145/3406522.3446032	2021	document;type;books
10.1145/3406522.3446032	2021	annotator;vivien
10.1145/3406522.3446032	2021	design;type;theoretical
10.1145/3406522.3446032	2021	design;method;literature review
10.1145/3406522.3446022	2021	design;method;interview
10.1145/3406522.3446022	2021	design;method;diary study
10.1145/3406522.3446022	2021	design;type;experimental
10.1145/3406522.3446022	2021	annotator;mark
10.1145/3406522.3446022	2021	document;type;literature
10.1145/3406522.3446019	2021	document;genre;news
10.1145/3406522.3446019	2021	annotator;toine
10.1145/3406522.3446019	2021	design;re-use
10.1145/3406522.3446019	2021	infrastructure;share
10.1145/3406522.3446019	2021	design;type;theoretical
10.1145/3406522.3446017	2021	design;method;interview
10.1145/3406522.3446017	2021	design;method;questionnaire
10.1145/3406522.3446017	2021	data;re-use
10.1145/3406522.3446017	2021	annotator;toine
10.1145/3406522.3446017	2021	document;topic;health
10.1145/3406522.3446017	2021	design;re-use
10.1145/3406522.3446017	2021	design;type;experimental
10.1145/3406522.3446017	2021	design;method;user study
10.1145/3406522.3446026	2021	design;type;experimental
10.1145/3406522.3446026	2021	annotator;mark
10.1145/3406522.3446026	2021	design;method;literature review
10.1145/3406522.3446026	2021	research;IIR
10.1145/3406522.3446056	2021	document;type;data
10.1145/3406522.3446056	2021	annotator;vivien
10.1145/3406522.3446056	2021	design;type;theoretical
10.1145/3406522.3446013	2021	design;method;controlled experiment
10.1145/3406522.3446013	2021	design;method;eye-tracking
10.1145/3406522.3446013	2021	design;type;experimental
10.1145/3406522.3446013	2021	annotator;vivien
10.1145/3406522.3446013	2021	design;method;data analysis
10.1145/3406522.3446013	2021	document;genre;domain-agnostic
10.1145/3406522.3446024	2021	design;method;questionnaire
10.1145/3406522.3446024	2021	design;re-use
10.1145/3406522.3446024	2021	data;share
10.1145/3406522.3446024	2021	infrastructure;re-use
10.1145/3406522.3446024	2021	design;type;experimental
10.1145/3406522.3446024	2021	design;method;user study
10.1145/3406522.3446024	2021	annotator;mark
10.1145/3406522.3446024	2021	application;feature;advertising
10.1145/3406522.3446030	2021	design;method;controlled experiment
10.1145/3406522.3446030	2021	design;method;questionnaire
10.1145/3406522.3446030	2021	design;type;experimental
10.1145/3406522.3446030	2021	annotator;toine
10.1145/3406522.3446030	2021	design;method;log analysis
10.1145/3406522.3446030	2021	design;re-use
10.1145/3406522.3446030	2021	design;method;content analysis
10.1145/3406522.3446030	2021	design;share
10.1145/3406522.3446030	2021	document;genre;WWW
10.1145/3406522.3446027	2021	design;method;content analysis
10.1145/3406522.3446027	2021	design;type;experimental
10.1145/3406522.3446027	2021	document;genre;WWW
10.1145/3406522.3446027	2021	annotator;vivien
10.1145/3406522.3446028	2021	design;method;questionnaire
10.1145/3406522.3446028	2021	annotator;toine
10.1145/3406522.3446028	2021	design;re-use
10.1145/3406522.3446028	2021	design;method;content analysis
10.1145/3406522.3446028	2021	data;share
10.1145/3406522.3446028	2021	design;type;experimental
10.1145/3406522.3446028	2021	design;method;user study
10.1145/3406522.3446028	2021	design;method;crowdsourcing
10.1145/3406522.3446028	2021	task;iir;question answering
10.1145/3406522.3446014	2021	design;method;questionnaire
10.1145/3406522.3446014	2021	design;method;log analysis
10.1145/3406522.3446014	2021	design;type;experimental
10.1145/3406522.3446014	2021	annotator;vivien
10.1145/3406522.3446014	2021	design;method;data analysis
10.1145/3406522.3446014	2021	design;method;observation
10.1145/3406522.3446014	2021	task;work;e-commerce
10.1145/3406522.3446011	2021	design;method;questionnaire
10.1145/3406522.3446011	2021	data;re-use
10.1145/3406522.3446011	2021	annotator;toine
10.1145/3406522.3446011	2021	data;share
10.1145/3406522.3446011	2021	infrastructure;re-use
10.1145/3406522.3446011	2021	infrastructure;share
10.1145/3406522.3446011	2021	user;issue;privacy
10.1145/3406522.3446011	2021	document;genre;WWW
10.1145/3406522.3446011	2021	design;method;crowdsourcing
10.1145/3406522.3446011	2021	design;type;experimental
10.1145/3406522.3446031	2021	design;method;content analysis
10.1145/3406522.3446031	2021	annotator;vivien
10.1145/3406522.3446031	2021	design;type;theoretical
10.1145/3406522.3446031	2021	document;genre;domain-agnostic
10.1145/3406522.3446023	2021	design;method;content analysis
10.1145/3406522.3446023	2021	annotator;vivien
10.1145/3406522.3446023	2021	design;type;theoretical
10.1145/3406522.3446023	2021	document;genre;domain-agnostic
10.1145/3406522.3446018	2021	design;method;questionnaire
10.1145/3406522.3446018	2021	design;re-use
10.1145/3406522.3446018	2021	design;type;experimental
10.1145/3406522.3446018	2021	design;method;user study
10.1145/3406522.3446018	2021	annotator;mark
10.1145/3406522.3446018	2021	unknown
10.1145/3406522.3446021	2021	design;method;controlled experiment
10.1145/3406522.3446021	2021	design;method;content analysis
10.1145/3406522.3446021	2021	design;type;experimental
10.1145/3406522.3446021	2021	annotator;vivien
10.1145/3406522.3446021	2021	document;type;movies
10.1145/3343413.3377986	2020	annotator;vivien
10.1145/3343413.3377986	2020	document;genre;domain-agnostic
10.1145/3343413.3377986	2020	design;type;resource paper
10.1145/3343413.3377985	2020	design;method;log analysis
10.1145/3343413.3377985	2020	annotator;vivien
10.1145/3343413.3377985	2020	document;genre;domain-agnostic
10.1145/3343413.3377985	2020	design;type;resource paper
10.1145/3343413.3377984	2020	annotator;vivien
10.1145/3343413.3377984	2020	design;type;theoretical
10.1145/3343413.3377984	2020	task;work;research
10.1145/3343413.3377942	2020	infrastructure;re-use
10.1145/3343413.3377942	2020	annotator;maria
10.1145/3343413.3377942	2020	application;technology;conversational agents
10.1145/3343413.3377942	2020	design;type;resource paper
10.1145/3343413.3377941	2020	annotator;toine
10.1145/3343413.3377941	2020	design;method;log analysis
10.1145/3343413.3377941	2020	design;method;woz
10.1145/3343413.3377941	2020	document;genre;WWW
10.1145/3343413.3377941	2020	application;technology;conversational agents
10.1145/3343413.3377941	2020	design;type;resource paper
10.1145/3343413.3377940	2020	annotator;toine
10.1145/3343413.3377940	2020	design;method;content analysis
10.1145/3343413.3377940	2020	infrastructure;share
10.1145/3343413.3377940	2020	design;type;resource paper
10.1145/3343413.3377940	2020	document;topic;legal
10.1145/3343413.3377940	2020	task;work;legal
10.1145/3343413.3377940	2020	design;method;network analysis
10.1145/3343413.3378013	2020	document;genre;news
10.1145/3343413.3378013	2020	design;type;experimental
10.1145/3343413.3378013	2020	design;method;user study
10.1145/3343413.3378013	2020	annotator;mark
10.1145/3343413.3378012	2020	design;method;controlled experiment
10.1145/3343413.3378012	2020	annotator;toine
10.1145/3343413.3378012	2020	design;re-use
10.1145/3343413.3378012	2020	design;type;experimental
10.1145/3343413.3378012	2020	infrastructure;re-use
10.1145/3343413.3378012	2020	design;method;user study
10.1145/3343413.3378012	2020	document;genre;WWW
10.1145/3343413.3378012	2020	task;work;search-as-learning
10.1145/3343413.3378011	2020	design;method;controlled experiment
10.1145/3343413.3378011	2020	design;method;questionnaire
10.1145/3343413.3378011	2020	design;type;experimental
10.1145/3343413.3378011	2020	document;type;books
10.1145/3343413.3378011	2020	annotator;vivien
10.1145/3343413.3378010	2020	data;re-use
10.1145/3343413.3378010	2020	annotator;toine
10.1145/3343413.3378010	2020	design;method;eye-tracking
10.1145/3343413.3378010	2020	infrastructure;re-use
10.1145/3343413.3378010	2020	design;type;experimental
10.1145/3343413.3378010	2020	application;technology;digital libraries
10.1145/3343413.3378009	2020	design;method;controlled experiment
10.1145/3343413.3378009	2020	design;type;experimental
10.1145/3343413.3378009	2020	annotator;toine
10.1145/3343413.3378009	2020	design;re-use
10.1145/3343413.3378009	2020	design;method;content analysis
10.1145/3343413.3378009	2020	application;technology;conversational agents
10.1145/3343413.3378008	2020	infrastructure;re-use
10.1145/3343413.3378008	2020	design;type;experimental
10.1145/3343413.3378008	2020	annotator;maria
10.1145/3343413.3378008	2020	design;method;observation
10.1145/3343413.3378008	2020	user;issue;disabilities
10.1145/3343413.3378008	2020	user;group;disabilities
10.1145/3343413.3378008	2020	unknown
10.1145/3343413.3378008	2020	application;feature;visualization
10.1145/3343413.3378007	2020	design;method;questionnaire
10.1145/3343413.3378007	2020	annotator;toine
10.1145/3343413.3378007	2020	design;method;eye-tracking
10.1145/3343413.3378007	2020	design;type;experimental
10.1145/3343413.3378007	2020	design;method;user study
10.1145/3343413.3378007	2020	application;device;mobile search
10.1145/3343413.3378006	2020	design;method;questionnaire
10.1145/3343413.3378006	2020	design;type;experimental
10.1145/3343413.3378006	2020	task;work;education
10.1145/3343413.3378006	2020	annotator;vivien
10.1145/3343413.3378014	2020	design;method;interview
10.1145/3343413.3378014	2020	design;type;experimental
10.1145/3343413.3378014	2020	design;method;user study
10.1145/3343413.3378014	2020	annotator;vivien
10.1145/3343413.3378014	2020	document;topic;legal
10.1145/3343413.3378014	2020	task;work;legal
10.1145/3343413.3378004	2020	design;method;controlled experiment
10.1145/3343413.3378004	2020	design;type;experimental
10.1145/3343413.3378004	2020	annotator;vivien
10.1145/3343413.3378004	2020	design;method;evaluation
10.1145/3343413.3378004	2020	application;technology;recommender systems
10.1145/3343413.3378004	2020	design;method;simulation
10.1145/3343413.3378003	2020	design;type;experimental
10.1145/3343413.3378003	2020	annotator;vivien
10.1145/3343413.3378003	2020	design;type;theoretical
10.1145/3343413.3378003	2020	design;method;observation
10.1145/3343413.3378003	2020	user;issue;disabilities
10.1145/3343413.3378003	2020	user;group;disabilities
10.1145/3343413.3378002	2020	document;topic;health
10.1145/3343413.3378002	2020	design;type;experimental
10.1145/3343413.3378002	2020	annotator;vivien
10.1145/3343413.3378001	2020	design;method;log analysis
10.1145/3343413.3378001	2020	design;type;experimental
10.1145/3343413.3378001	2020	annotator;vivien
10.1145/3343413.3378001	2020	task;work;search-as-learning
10.1145/3343413.3378000	2020	design;method;controlled experiment
10.1145/3343413.3378000	2020	design;method;questionnaire
10.1145/3343413.3378000	2020	design;type;experimental
10.1145/3343413.3378000	2020	annotator;toine
10.1145/3343413.3378000	2020	task;work;education
10.1145/3343413.3378000	2020	document;genre;WWW
10.1145/3343413.3378000	2020	task;work;search-as-learning
10.1145/3343413.3377999	2020	design;method;controlled experiment
10.1145/3343413.3377999	2020	user;group;children
10.1145/3343413.3377999	2020	design;type;experimental
10.1145/3343413.3377999	2020	document;type;books
10.1145/3343413.3377999	2020	annotator;maria
10.1145/3343413.3377998	2020	design;method;controlled experiment
10.1145/3343413.3377998	2020	design;method;questionnaire
10.1145/3343413.3377998	2020	design;method;log analysis
10.1145/3343413.3377998	2020	design;type;experimental
10.1145/3343413.3377998	2020	annotator;vivien
10.1145/3343413.3377998	2020	application;technology;conversational agents
10.1145/3343413.3377997	2020	design;method;interview
10.1145/3343413.3377997	2020	document;topic;health
10.1145/3343413.3377997	2020	design;method;eye-tracking
10.1145/3343413.3377997	2020	design;type;experimental
10.1145/3343413.3377997	2020	user;group;older people
10.1145/3343413.3377997	2020	annotator;vivien
10.1145/3343413.3377997	2020	design;method;observation
10.1145/3343413.3378005	2020	design;type;experimental
10.1145/3343413.3378005	2020	design;method;user study
10.1145/3343413.3378005	2020	annotator;maria
10.1145/3343413.3378005	2020	design;method;think-aloud
10.1145/3343413.3378005	2020	user;issue;health;dyslexia
10.1145/3343413.3378005	2020	user;issue;disabilities;dyslexia
10.1145/3343413.3377996	2020	design;method;controlled experiment
10.1145/3343413.3377996	2020	design;type;experimental
10.1145/3343413.3377996	2020	annotator;vivien
10.1145/3343413.3377996	2020	document;genre;domain-agnostic
10.1145/3343413.3377996	2020	design;method;crowdsourcing
10.1145/3343413.3377996	2020	design;method;evaluation
10.1145/3343413.3377995	2020	document;genre;news
10.1145/3343413.3377995	2020	annotator;toine
10.1145/3343413.3377995	2020	design;method;log analysis
10.1145/3343413.3377995	2020	infrastructure;re-use
10.1145/3343413.3377995	2020	design;method;user study
10.1145/3343413.3377995	2020	document;type;data
10.1145/3343413.3377995	2020	design;method;crowdsourcing
10.1145/3343413.3377995	2020	design;type;experimental
10.1145/3343413.3377994	2020	design;method;questionnaire
10.1145/3343413.3377994	2020	annotator;toine
10.1145/3343413.3377994	2020	design;re-use
10.1145/3343413.3377994	2020	design;method;content analysis
10.1145/3343413.3377994	2020	data;share
10.1145/3343413.3377994	2020	design;type;experimental
10.1145/3343413.3377994	2020	design;method;user study
10.1145/3343413.3377994	2020	document;type;3D objects
10.1145/3343413.3377994	2020	design;method;think-aloud
10.1145/3343413.3377993	2020	design;method;log analysis
10.1145/3343413.3377993	2020	design;type;experimental
10.1145/3343413.3377993	2020	annotator;vivien
