zotero_ID	DOI	authors	title	year	type	pages	codes	keywords	abstract
QAVVQFZQ	10.1145/3343413.3377989	O'Brien, Heather; Kampen, Andrea; Cole, Amelia; Brennan, Kathleen	The Role of Domain Knowledge in Search as Learning	2020	short	313–317	design;method;controlled experiment; design;participants;demographics;age; completed; design;method;questionnaire; design;type;explanatory; maria; design;task; design;participants;domain experts; design;participants;non-experts; domain;history; domain;digital libraries	evaluation; learning outcomes; search as learning	The purpose of this paper is to explore the differences in learning outcomes between domain experts and non-experts interacting with a digital library. This paper provides a preliminary analysis of a subset of data from a larger study and compares the learning outcomes of 10 domain experts and 10 non-experts. Participants completed three search tasks designed to elicit different cognitive processes and behaviors; learning outcomes were explored with pre- and post-session written summaries and pre- and post-task questions. We used existing metrics to examine the learning breadth and depth of the written summaries. General searchers wrote longer summaries than domain experts, but there were no significant differences in the learning outcomes between the two groups.
CXBF2W2A	10.1145/3498366.3505836	Kiesel, Johannes; Bernhard, Volker; Gohsen, Marcel; Roth, Josef; Stein, Benno	What is That? Crowdsourcing Questions to a Virtual Exhibition	2022	demo	358–362	design;method;controlled experiment; completed; design;method;log analysis; design;type;exploratory; Vivien; data;data publication; data;share;https://data.webis.de/#webis-exhibition-questions-21; data;share;new dataset; design;method;849 questions; design;participants;63; design;participants;crowdsourcing; domain;archives/museums	crowdsourcing; user study; conversational search; dataset; answer retrieval; exhibition; question answering; virtual environment	Virtual environments with an ambient natural interface that allows to retrieve information for learning about the environment are a promising combination for implementing engaging virtual exhibitions. As a step towards better understanding search behavior in such exhibitions, this paper contributes the data from an exploratory study with participants asking questions on a real-world historical room, the Gropiuszimmer at the Weimar Bauhaus, while being on an “online virtual tour” through the room. The dataset comprises 849 manually categorized questions (557 in English, 292 in German) from 63 participants combined with a detailed interaction log, which allows replaying each session (29 hours total). The presented dataset and analyses aim to provide researchers and practitioners with a starting point to develop in-depth studies and prototypical systems.
3YK69YXR	10.1145/3498366.3505833	Kotkov, Denis; Medlar, Alan; Maslov, Alexandr; Satyal, Umesh Raj; Neovius, Mats; Głowacka, Dorota	The Tag Genome Dataset for Books	2022	demo	353–357	completed; design;method;questionnaire; data;re-use; toine; data;share; design;type;descriptive; domain;books; resource paper	recommender systems; books; dataset; item-tag rating; tag genome; tag relevance; tagging	Attaching tags to items, such as books or movies, is found in many online systems. While a majority of these systems use binary tags, continuous item-tag relevance scores, such as those in tag genome, offer richer descriptions of item content. For example, tag genome for movies assigns the tag “gangster” to the movie “The Godfather (1972)” with a score of 0.93 on a scale of 0 to 1. Tag genome has received considerable attention in recommender systems research and has been used in a wide variety of studies, from investigating the effects of recommender systems on users to generating ideas for movies that appeal to certain user groups. In this paper, we present tag genome for books, a dataset containing book-tag relevance scores, where a significant number of tags overlap with those from tag genome for movies. To generate our dataset, we designed a survey based on popular books and tags from the Goodreads dataset. In our survey, we asked users to provide ratings for how well tags applied to books. We generated book-tag relevance scores based on user ratings along with features from the Goodreads dataset. In addition to being used to create book recommender systems, tag genome for books can be combined with the tag genome for movies to tackle cross-domain problems, such as recommending books based on movie preferences.
IFVS4FAD	10.1145/3498366.3505835	Otto, Christian; Rokicki, Markus; Pardi, Georg; Gritz, Wolfgang; Hienert, Daniel; Yu, Ran; von Hoyer, Johannes; Hoppe, Anett; Dietze, Stefan; Holtz, Peter; Kammerer, Yvonne; Ewerth, Ralph	SaL-Lightning Dataset: Search and Eye Gaze Behavior, Resource Interactions and Knowledge Gain during Web Search	2022	demo	347–352	design;method;controlled experiment; completed; design;method;questionnaire; design;method;log analysis; design;method;eye-tracking; design;type;descriptive; domain;education; Vivien; data;data publication; data;share,new dataset; data;share;https://doi.org/10.25835/0062363; data;share;SaL-Lightning dataset; domain;search-as-learning; design;participants;number;144; design;type;resource paper	Knowledge Gain; User Study; Web Learning	The emerging research field Search as Learning (SAL) investigates how the Web facilitates learning through modern information retrieval systems. SAL research requires significant amounts of data that capture both search behavior of users and their acquired knowledge in order to obtain conclusive insights or train supervised machine learning models. However, the creation of such datasets is costly and requires interdisciplinary efforts in order to design studies and capture a wide range of features. In this paper, we address this issue and introduce an extensive dataset based on a user study, in which 114 participants were asked to learn about the formation of lightning and thunder. Participants’ knowledge states were measured before and after Web search through multiple-choice questionnaires and essay-based free recall tasks. To enable future research in SAL-related tasks we recorded a plethora of features and person-related attributes. Besides the screen recordings, visited Web pages, and detailed browsing histories, a large number of behavioral features and resource features were monitored. We underline the usefulness of the dataset by describing three, already published, use cases.
CLZSCJ5G	10.1145/3498366.3505837	Li, Jiayu; Zhang, Hantian; He, Zhiyu; Xu, Rongwu; Wu, Pingfei; Zhang, Min; Liu, Yiqun; Ma, Shaoping	LifeRec: A Mobile App for Lifelog Recording and Ubiquitous Recommendation	2022	demo	342–346	completed; design;method;questionnaire; design;method;user study; Vivien; domain;domain-agnostic; domain;life-logging; infrastructure;app;LifeRec; design;participants;7; infrastructure;share;https://github.com/JiayuLi-997/LifeRec; design;type;resource paper	Recommendation system; Lifelog; Mobile application; User study.	In recent years, context information has played an increasingly significant role in recommendation systems. With the rapid growth of portable sensor devices, lifelog data, such as mood, location, and daily activity, has been recorded and used for ubiquitous recommendation tasks. However, since the multi-modal lifelog data contains objective context information and subjective user labeling, it is challenging to record the lifelog thoroughly and perform personalized recommendations in real-time. In this work, we design a mobile application (App), LifeRec, to record multi-modal lifelog data and perform personalized recommendations by communicating with the remote server. The App helps users collect various lifelog information (e.g., location, diet, activity, and mood) and receive real-time recommendation with privacy protection and little effort. It is useful for lifelog data collection, user status monitoring, and various ubiquitous recommendation tasks. We examine LifeRec in a one-week field study with seven subjects. The users’ experience feedback and recording results show great usability and task completeness with our App.
F5BSESQC	10.1145/3498366.3505791	Schedl, Markus; Brandl, Stefan; Lesota, Oleg; Parada-Cabaleiro, Emilia; Penz, David; Rekabsaz, Navid	LFM-2b: A Dataset of Enriched Music Listening Events for Recommender Systems Research and Fairness Analysis	2022	demo	337–341	completed; toine; design;method;log analysis; design;re-use; domain;music; data;share; infrastructure;re-use; infrastructure;share; infrastructure; infrastructure;Last.fm; design;type;resource paper	recommender systems; fairness; bias; music information retrieval; experimentation; dataset; auto-tagging; classification; user modeling	We present the LFM-2b dataset containing the listening records of over 120,000 users of the music platform Last.fm. These users provide a total of more than two billion individual listening events that span a time range of over 15 years, from February 2005 until March 2020. These listening events refer to a total of 50 million distinct tracks of 5 million distinct artists. Beside the common metadata (i. e., artist and track name), LFM-2b contains additional information both regarding the users and items. This includes the demographic information of users, namely country, gender, and age, and the fine-grained genre and style of items together with the vector embeddings of their lyrics. LFM-2b is a rich dataset that enables research on a variety of recommender system algorithms, such as the ones based on collaborative filtering (e.g., leveraging the user–item interactions in the form of listening events), but also content-based approaches (e.g., exploiting genres and lyrics), or hybrid combinations thereof. Users’ demographic information furthermore enable experimentation on identifying and mitigating various data and algorithmic biases of recommender systems, and investigating fairness aspects of such systems, e.g., according to gender.
BD9AZY65	10.1145/3498366.3505829	Li, Yuan; Capra, Rob	Want or Need: Why Would Users Expect to Conduct Cross-Session Searches?	2022	short	327–331	completed; design;method;interview; design;method;diary study; design;type;exploratory; Vivien; domain;cross-session search; domain;domain-agnostic; design;participants;number;15	Cognition; Cross-session search challenge; Expected cross-session search; Motivation	Users often search for information online across multiple sessions for a specific task. Sometimes cross-session searches may be unanticipated, however, in many cases users know beforehand that their search will spread across multiple sessions. Little is known about why people expect to search across multiple sessions. Based on a qualitative analysis of the interview data collected from a diary study, we identified two types of reasons that motivate people to conduct cross-session searches: (1) task-oriented motivations, (2) cognition-oriented motivations. We also identified a group of reasons that cause challenges for cross-session search. Our findings have implications for the future design of search systems to support cross-session search from different aspects.
KTHXAPVP	10.1145/3498366.3505783	Chavula, Catherine; Choi, Yujin; Rieh, Soo Young	Understanding Creative Thinking Processes in Searching for New Ideas	2022	short	321–326	design;method;controlled experiment; completed; design;method;interview; design;type;exploratory; domain;creativity; Vivien; infrastructure;Qualtrics; design;task; design;participants;15	Creative Thinking Processes; Creativity; Searching for Idea Generation	Creative thinking processes involve a set of cognitive operations and behaviors people engage to generate new ideas and solutions. Information searching is an integral part of the creative thinking process. The purpose of this study is to discover the creative thinking processes and search strategies students use to generate new ideas in academic and everyday life information use contexts. The data were collected through a pre-task interview, a search session for a creative task, and a post-task interview. Fifteen graduate students at a research university participated in the study. From the data analysis, we identified four distinctive, yet interconnected creative thinking processes: planning for creative search tasks, searching for new ideas, synthesizing search results, and organizing ideas. Based on these findings, we point out the need to design search systems to support creative thinking processes during searching to facilitate generation of new ideas.
F5BTXNL9	10.1145/3498366.3505786	Shi, Li; Bhattacharya, Nilavra; Das, Anubrata; Lease, Matt; Gwizdka, Jacek	The Effects of Interactive AI Design on User Behavior: An Eye-tracking Study of Fact-checking COVID-19 Claims	2022	short	315–320	design;method;controlled experiment; completed; design;method;questionnaire; data;re-use; design;type;explanatory; toine; domain;health; design;method;log analysis; design;re-use; design;method;eye-tracking; data;share; infrastructure	Eye-tracking; Fact-checking; Interactivity; Mixed-initiative	We conducted a lab-based eye-tracking study to investigate how interactivity of an AI-powered fact-checking system affects user interactions, such as dwell time, attention, and mental resources involved in using the system. A within-subject experiment was conducted, where participants used an interactive and a non-interactive version of a mock AI fact-checking system, and rated their perceived correctness of COVID-19 related claims. We collected web-page interactions, eye-tracking data, and mental workload using NASA-TLX. We found that the presence of the affordance of interactively manipulating the AI system's prediction parameters affected users’ dwell times, and eye-fixations on AOIs, but not mental workload. In the interactive system, participants spent the most time evaluating claims’ correctness, followed by reading news. This promising result shows a positive role of interactivity in a mixed-initiative AI-powered system.
U49TFWAR	10.1145/3498366.3505845	Landoni, Monica; Aliannejadi, Mohammad; Huibers, Theo; Murgia, Emiliana; Pera, Maria Soledad	Have a Clue! The Effect of Visual Cues on Children’s Search Behavior in the Classroom	2022	short	310–314	design;method;controlled experiment; completed; design;method;questionnaire; data;re-use; design;type;explanatory; toine; domain;children; design;method;log analysis; design;re-use	relevance; children; classroom; emojis; search behaviour; SERP	We study the effect of visual cues on children searching in the classroom. We do so by examining whether Search Engine Result Pages (SERP) enhanced with emojis, unlike standard SERP, affect children’s search behaviour. To capture search behaviour, we use well-known metrics, in addition to users’ success in identifying relevant results on SERP. Outcomes from our work reveal that a one-size-fits-all approach for SERP does not befit students who are searching for learning. Thus, we discuss the implications of our findings and suggest directions for future research, focused on the design and evaluation of information retrieval systems that can better support the classroom setting.
57D4SAS3	10.1145/3498366.3505828	Penha, Gustavo; Krikon, Eyal; Murdock, Vanessa	Pairwise Review-Based Explanations for Voice Product Search	2022	short	300–304	completed; design;method;questionnaire; Vivien; design;method;crowdsourcing; domain;e-commerce; voice-based product recommendation; design;type;predictive; infrastructure;software;Appen	NA	Explanations describe product recommendations in a human interpretable way in order to achieve a goal, e.g. persuade users to buy. Unlike web product search, where users have access to diverse information as to why the products might be suitable for their needs, in the voice product search domain the amount of information that can be disclosed is inherently limited. Users in general evaluate a maximum of two products and usually buy low consideration products when using the voice channel [3]. In order to enable decision making in voice product searches we propose here a framework for generating pointwise and pairwise review-based explanations that disclose further information about the products. The POINTWISE method selects a helpful sentence from the top review of the recommended product based on a BERT-based model and uses the extracted sentence to fill a response template. The PAIRWISE method first selects a diverse pair of products—in terms of their review-based representations—from the top-k ranked products for a query, then chooses a helpful review sentence for each product in the pair, and finally fills a template with the sentences. Besides further describing the product, the PAIRWISE method gives a reference point to the users and enables a comparison of the recommendations based on two diverse products for the same information need. Our crowd-sourced evaluation of explanations based on queries from a widely used e-commerce platform shows that the proposed pairwise explanations provide statistically significant improvements compared to the POINTWISE and BASELINE methods for two goals: Effectiveness, i.e. helping users to make good decisions, and Transparency, i.e. explaining how the system works. The gains of PAIRWISE over POINTWISE and BASELINE are consistent for different subsets of data based on the diversity of the selected pairs, average product price associated with the query and the query ambiguity.
2CLBEIRH	10.1145/3498366.3505782	Du, Jia Tina	Identifying Gaps and Gap-bridging Strategies in Group Travelers’ Collaborative Information Seeking and Technology Use	2022	short	290–294	completed; design;method;interview; toine; design;method;diary study; design;type;exploratory; domain;tourism; infrastructure:WeChat	Collaborative information seeking; Collaborative support; Gap bridging; Tourist information search	The research reported in this paper is part of a large study that investigates collaborative information seeking (CIS) and decision making in the context of tourism. The aim of the present paper was to identify gaps and gap-bridging techniques in situated tourism CIS and technology use across the travel stages of trip planning and during the trip. Interview and diary data were collected from 20 free-trip groups of 63 Chinese tourists who traveled from mainland China to Australia during 2018-2019. We identified 8 types of gaps as well as 8 gap-bridging strategies. The results show that tourists demonstrated adaptive CIS behavior over the trip as they solved or compromised the gaps encountered. Suggestions on system design are also discussed to better support tourist information and collaborative practices.
6UNXE93M	10.1145/3498366.3505789	Volokhin, Sergey; Collins, Marcus; Rokhlenko, Oleg; Agichtein, Eugene	Generating and Validating Contextually Relevant Justifications for Conversational Recommendation	2022	short	284–289	completed; data;re-use; design;re-use; design;method;content analysis; design;type;descriptive; mark; domain;conversational agents; design;method;crowdsourcing; data;share;planned; design;type;predictive; data;re-use;OpenDialKG	conversational recommendations; explainable recommendations	Providing a justification or explanation for a recommendation has been shown to improve the users’ experience with recommender systems, in particular by increasing confidence in the recommendations. However, in order to be effective in a conversational setting, the justifications have to be appropriate for the conversation so far. Previous approaches rely on a user history of reviews and ratings of related items to personalize the recommendation, but this information is not generally available when conversing with a new user, and as such a cold-start problem imposes a challenge in generating suitable justifications. To address this problem, we propose and validate a new method, CONJURE (CONversational JUstificatons for REcommendations) to generate contextually relevant justifications for conversational recommendations. Specifically, we investigate whether the conversation itself can be used effectively to model the user, identify relevant review content from other users, and generate a justification that boosts the user’s confidence in and understanding of the recommendation. To implement CONJURE, we test several novel extensions to prior algorithms, by exploiting an auxiliary corpus of movie reviews to construct the justifications from extracted pieces of those reviews. In particular, we explore different conversation representations and ranking approaches. To evaluate CONJURE, we developed a pairwise crowd task to compare justifications. Our results show large, significant improvements in Efficiency and Transparency metrics over the previous non-contextualized template-based methods. We plan to release our code and an augmented conversation corpus on Github.
SC9TH8ZY	10.1145/3498366.3505827	Chris Zhao, Yuxiang; Lian, Jingwen; Song, Shijie; Ying, Jun	Engaging with Immersive Technologies in Medical Library: An Investigation of Students’ Perceived Affordances and Constraints	2022	short	277–283	completed; design;method;interview; toine; domain;health; design;re-use; design;method;content analysis; design;type;exploratory; domain;AR/VR; infrastructure	NA	The library's information practices on immersive technologies help to enhance the scenario-based user experience. However, there has been limited research on user engagement with immersive technologies in the medical library setting. In this exploratory study, we conducted interviews and on-site observations with 17 medical students who had experience with immersive technologies at the medical library. The affordance lens was used to explore how the relationship between immersive technologies and medical students enables and constrains their information practices. The preliminary results suggest that users’ perceived affordances of immersive technologies are not a solid outcome but a dynamic process. In our case, users’ perceptions of technology affordances can be categorized into perceived entertainment affordances, perceived learning affordances, perceived instrumental affordances, and perceived socializing affordances. We also identified three perceived constraints in medical students’ experiences with immersive technologies in the library setting. The study contributes to the literature on user engagement from an affordance perspective, and yield practical implications for medical training and education by leveraging the immersive technologies in the library context.
E2AQ569T	10.1145/3498366.3505778	Porcaro, Lorenzo; Gomez, Emilia; Castillo, Carlos	Diversity in the Music Listening Experience: Insights from Focus Group Interviews	2022	short	272–276	completed; design;method;interview; data;re-use; toine; design;re-use; design;method;focus group; domain;music; design;method;content analysis; design;type;descriptive	recommender systems; music information retrieval; diversity; focus group interviews;	Music listening in today’s digital spaces is highly characterized by the availability of huge music catalogues, accessible by people all over the world. In this scenario, recommender systems are designed to guide listeners in finding tracks and artists that best fit their requests, having therefore the power to influence the diversity of the music they listen to. Albeit several works have proposed new techniques for developing diversity-aware recommendations, little is known about how people perceive diversity while interacting with music recommendations. In this study, we interview several listeners about the role that diversity plays in their listening experience, trying to get a better understanding of how they interact with music recommendations. We recruit the listeners among the participants of a previous quantitative study, where they were confronted with the notion of diversity when asked to identify, from a series of electronic music lists, the most diverse ones according to their beliefs. As a follow-up, in this qualitative study we carry out semi-structured interviews to understand how listeners may assess the diversity of a music list and to investigate their experiences with music recommendation diversity. We report here our main findings on 1) what can influence the diversity assessment of tracks and artists’ music lists, and 2) which factors can characterize listeners’ interaction with music recommendation diversity.
RCM4SVCU	10.1145/3498366.3505831	Crescenzi, Anita; Li, Lan	Assessing Realism in Simulated Work Tasks	2022	short	266–271	design;method;controlled experiment; completed; design;method;interview; design;method;questionnaire; design;type;explanatory; toine; design;method;log analysis; design;re-use; design;method;eye-tracking; domain;WWW; infrastructure; design;participants;18, 48; infrastructure;software;Bing Web Search API	interactive information retrieval; experimental design; realism; scenario; simulated work task scenario; tasks	In this paper, we describe our use of realism check questions in an exit questionnaire as a method for assessing the realism of scenarios and simulated tasks. We used realism check questionnaire items found in the decision-making literature to assess the realism of the scenario and tasks (i.e., simulated work task scenarios) used as part of a broader study of decision-making. The realism check results indicated that participants could imagine themselves in the scenario (i.e., making recommendations for a friend) and could imagine making recommendations like the ones in the study. The findings suggest that realism check questions are a relatively low effort method to assess the realism of simulated work task scenarios used in an interactive information retrieval study. Future research is needed to understand the relationship between realism and other important factors in IIR studies (e.g., topic interest or prior knowledge, search behaviors).
VJ6LLN5J	10.1145/3498366.3505830	Xing, Zhaopeng; Yuan, Xiaojun; Mostafa, Javed	Age-related Difference in Conversational Search Behavior: Preliminary Findings	2022	short	259–265	design;method;controlled experiment; completed; design;method;questionnaire; design;type;explanatory; toine; domain;health; design;re-use; design;method;woz; infrastructure	aging; conversation search; information search behavior; Wizard of Oz	When it comes to emerging technologies, older adults are often those who can greatly benefit from the advancements but are vastly under-represented in research and designs. This study presents preliminary findings of older adults' search behavior with a spoken conversational search agent which represents the next generation search paradigm. Our findings show that, compared with their younger counterparts, older adults' search conversations lasted longer and included more requests. Their requests had greater length and tended to have a lower proportion of unique words, more grammatically complex sentences and short pauses. In addition, the older subjects preferred to start a request with ""I"" and request questions with modal verbs were less frequent. They reformulated spoken requests as competently as did younger adults but elaborations on requests were uniquely founded among older adults. They also tended to have more than one query or question in a single request and rephrasing requests was more frequently observed than younger adults. System implications and future research directions are discussed.
BS94HRFQ	10.1145/3498366.3505832	Bondarenko, Alexander; Shirshakova, Ekaterina; Hagen, Matthias	A User Study on Clarifying Comparative Questions	2022	short	254–258	design;method;controlled experiment; completed; design;method;questionnaire; data;re-use; design;type;explanatory; toine; design;re-use; infrastructure;re-use; design;method;user study; domain;WWW; domain;conversational agents; domain;Wikipedia	Clarification; Comparative questions; Comparison aspects; Comparison objects; User experience; User study	Vague or ambiguous queries can make it difficult for a search engine to correctly interpret a user’s underlying information need. A relatively “simple” solution then is result diversification to cover different interpretations, while in more “conversational” search interfaces, the user can be prompted to clarify their original request. We study clarification in the scenario of comparative questions that ask to compare several options. In our experiment that reflects a conversational search interface with a clarification component, 70% of the study participants find clarifications useful to retrieve relevant results for questions with unclear comparison aspects (e.g., “Which is better, Bali or Phuket?”) or without explicit comparison objects and aspects (e.g., “What is the best antibiotic?”).
5WLETGFV	10.1145/3498366.3505823	Buchanan, George; Kelly, Ryan; Makri, Stephann; McKay, Dana	Reading Between the Lies: A Classification Scheme of Types of Reply to Misinformation in Public Discussion Threads	2022	long	243–253	completed; design;method;content analysis; design;type;exploratory; domain;misinformation; Vivien; design;method;statistical tests; design;method;90 forum posts 847 replies	echo chambers; information sharing; Misinformation	Online misinformation is a fiendish problem. Demonstrably false information propagates faster and more widely than truth and this has heralded a technological arms race. One possible mechanism for addressing misinformation is social: there is evidence seeing misinformation being challenged can ‘inoculate’ a reader against it. To date, no research has examined how discussions sparked by misinformation play out; What are the different ways in which people reply to posts containing misinformation? How does the discussion flow in each case? Are there differences between platforms? We address these questions through an inductive qualitative analysis of discussion threads on three public discussion platforms (Twitter, YouTube and two news sites) and on three topics (COVID, Brexit and climate change). We present a classification scheme of types of replies to misinformation, and show that replies show different patterns between platforms. Knowing how people reply to posts that contain misinformation enriches our knowledge of ‘human misinformation interaction,’ and provides an understanding of how socio-technical factors in platform design can reduce the risk of misinformation spreading.
H4JFS3IM	10.1145/3498366.3505822	McKay, Dana; Owyong, Kaipin; Makri, Stephann; Gutierrez-Lopez, Marisela	Turn and Face the Strange: Investigating Filter Bubble Bursting Information Interactions	2022	long	233–242	completed; design;method;interview; data;re-use; toine; design;method;content analysis; design;method;diary study; design;type;exploratory; domain;misinformation; infrastructure; infrastructure;Zoom	information interaction; echo chambers; Filter bubbles; social media; view change	It is a ‘truth universally acknowledged’ that people prefer to minimize encounters with information they disagree with and ignore it where they find it. Algorithms purportedly support this avoidance by creating filter bubbles filled only with agreeable information potentially increasing polarisation and undermining democracy. How accurate is this portrayal, though? Recent research has begun to cast doubt. We challenge these assumptions and report a two-phase analysis of filter bubble-bursting behavior. The first phase reports novel incidental findings from an interview study on the role of information interaction in view change. Participants demonstrated a clear interest in a diversity of information, including information specifically opposed to their own views. The second phase reports findings from a diary study specifically designed to investigate people's interactions with information that reflected a different view to theirs. We examine how people found disagreeable information, how they responded to it and the factors affecting their responses. We find that people will sometimes actively seek and engage with disagreeable information, rather than avoid and ignore it. Our findings pave the way for future information interfaces that support this previously undiscussed information interaction.
49XH73NN	10.1145/3498366.3505816	Shah, Chirag; Bender, Emily M.	Situating Search	2022	long	221–232	completed; Vivien; design;type;theoretical; perspective paper; domain;domain-agnostic	Information Seeking Strategies; Language models; Search models	Search systems, like many other applications of machine learning, have become increasingly complex and opaque. The notions of relevance, usefulness, and trustworthiness with respect to information were already overloaded and often difficult to articulate, study, or implement. Newly surfaced proposals that aim to use large language models to generate relevant information for a user’s needs pose even greater threat to transparency, provenance, and user interactions in a search system. In this perspective paper we revisit the problem of search in the larger context of information seeking and argue that removing or reducing interactions in an effort to retrieve presumably more relevant information can be detrimental to many fundamental aspects of search, including information verification, information literacy, and serendipity. In addition to providing suggestions for counteracting some of the potential problems posed by such models, we present a vision for search systems that are intelligent and effective, while also providing greater transparency and accountability.
X2BIPKDU	10.1145/3498366.3505771	Steichen, Ben; Kosasih, Wilsen; Becerra, Christian	Inferring Search User Language Proficiency from Eye Gaze Data	2022	long	211–220	completed; design;method;questionnaire; data;re-use; design;type;explanatory; toine; design;re-use; design;method;eye-tracking; infrastructure;re-use; design;method;user study; domain;WWW; infrastructure	Eye Tracking; Multilingual Search; Personalized Search	User language proficiency has been shown to significantly affect search result language preferences, search behaviors, and even interface preferences. Consequently, search systems may consider adapting to a user's language proficiency when retrieving, composing, and presenting search results. In order to perform such adaptation, it is necessary to first get an estimate of a user's proficiency, ideally through simply observing their behaviors while searching. To this end, this paper investigates the extent to which a user's language proficiency can be inferred from their eye movements while they are evaluating search results. Classification results involving data from English-, Spanish-, and Chinese-speaking study participants show that such an inference is indeed possible, and with relatively high accuracies for all languages. It is also shown that feature sets involving statistics from an entire search result page, combined with gaze data from individual results, have the highest classification accuracies. Moreover, a user's Average Fixation Durations, Refixations, and Pupil Dilations are found to be the most significant features.
BU9CR7NL	10.1145/3498366.3505761	O'Brien, Heather; Cole, Amelia; Kampen, Andrea; Brennan, Kathy	The Effects of Domain and Search Expertise on Learning Outcomes in Digital Library Use	2022	long	202–210	design;method;controlled experiment; completed; design;method;questionnaire; domain;libraries; design;type;explanatory; toine; design;re-use; infrastructure;Qualtrics; infrastructure	Domain knowledge; Learning outcomes; Search as learning; Search skills	NA
VQXTXR8F	10.1145/3498366.3505819	Smith, Catherine; Urgo, Kelsey; Arguello, Jaime; Capra, Rob	Learner, Assignment, and Domain: Contextualizing Search for Comprehension	2022	long	191–201	completed; domain;education; Vivien; design;type;theoretical	interfaces for learning; retrieval models; search-as-learning; self-regulated learning; user models	Modern search systems are largely designed and optimized for simple navigational or fact-finding tasks, with little support for complex tasks involving comprehension and learning. In response, the search-as-learning research community has undertaken a wide range of research questions focused on understanding how various types of learning outcomes are affected by searcher characteristics, the search task, and the search system. Typically, these views embed learning within a search system. In this paper we take a different view, embedding search within a framework for an end-to-end learning system designed to support learning in a formal educational context. Our central goal is to motivate research questions aligned to advance progress on techniques for active support of comprehension and formal learning. Thus we intentionally set aside goals for informal and surface learning. We argue that to be effective, such a search-centric learning system must model four key components: individual students (searcher factors), the educational domain (topic factors), academic assignments (task factors), and progress toward learning goals (the objective function of the end-to-end system). In modeling these components, our hypothetical system makes inferences about students’ learning histories, knowledge states, comprehension, and the utilities of different types of information resources. We present examples of possible techniques and data sources for each model. We also introduce the novel concept of leveraging school assignments as rich task context. Our intention is not to propose a functional system, but to frame search-as-learning in the context of comprehension and to inspire research questions arising from an end-to-end view of this important research domain.
T6SE3YZK	10.1145/3498366.3505817	Li, Yuan; Zhang, Yinglong; Capra, Rob	Analyzing information resources that support the creative process	2022	long	180–190	completed; design;method;interview; design;method;questionnaire; toine; design;method;log analysis; design;re-use; design;share; design;method;diary study; design;type;exploratory; domain;creativity	creativity; information search; Search engines; creative process	As an important skill in many domains, creativity is understood to be a process that includes stages like finding goals, looking up information, exploring, creating ideas, combining ideas, selecting ideas, and executing plans [50]. However, little prior information retrieval research has considered how people use search tools and information resources to support their creative stages. To gain a better understanding of how and why users interact with information resources and tools during a creative process, we conducted a two-week diary study with 11 participants. We recorded their information seeking behavior through a combination of diary entries, data logging, and reflective interviews. Our analysis identified five common reasons for how people use existing information resources (e.g., search engines, video sites, image sites, Q&A sites, and other social sites) to support their creative process. We also report on how different information resources were preferred for different purposes at different creative stages. For instance, participants often used images to help support ideation, Q&A sites to learn from other creators and to find tips and recommendations, and social media to select ideas and collect feedback on their creative projects. We also identified challenges participants faced when working on their creative projects. Our findings provide insights for the future design of search engines, improvement of search algorithms, and the development of novel tools to support users during different creative stages.
FRQYHBEW	10.1145/3498366.3505810	Choi, Bogeum; Casteel, Sarah; Capra, Rob; Arguello, Jaime	Procedural Knowledge Search by Intelligence Analysts	2022	long	169–179	completed; design;method;questionnaire; design;type;descriptive; Vivien; accessibility difficult; domain;government;NSA; infrastructure;own system; design;participants;number;22	intelligence analysts; procedural knowledge; procedural search; qualitative analysis; survey study	Prior studies have explored the information-seeking practices of specific professional communities, including lawyers, physicians, engineers, recruiters, and government workers. In this research, we investigate the information-seeking practices of intelligence analysts (IAs) employed by a U.S. government agency. Specifically, we focus on the needs, practices, and challenges related to IAs searching for procedural knowledge using an internal system called the Tradecraft Hub (TC Hub). The TC Hub is a searchable repository of procedural knowledge documents written by agency employees. Procedural knowledge (as opposed to factual and conceptual knowledge) includes knowledge about step-by-step procedures, techniques, methods, tools, technologies, and skills, and is inherently task-oriented. We report on a survey study involving 22 IAs who routinely use the TC Hub. Our survey was designed to address four research questions. In RQ1, we investigate the types of work-related objectives that motivate IAs to search the TC Hub. In RQ2, we investigate the types of information IAs seek when they search the TC Hub. In RQ3, we investigate important relevance criteria used by IAs when judging the usefulness of information. Finally, in RQ4, we investigate the challenges faced by IAs when searching the TC Hub. Based on our findings, we discuss implications for improving and extending searchable knowledge base systems such as the TC Hub that exist in many organizations.
